user_id,zip_code,movie_id,timestamp,group
42,17870,96,881107178,2
168,80127,151,884288058,0
110,77840,307,886987260,0
58,52246,144,884304936,0
90,78155,648,891384754,0
271,22932,346,885844430,2
62,97214,21,879373460,1
279,85251,832,881375854,1
237,63146,514,879376641,0
94,71457,789,891720887,0
128,20009,485,879966895,2
298,01581,317,884182806,2
44,46260,195,878347874,0
264,90064,200,886122352,1
72,73034,195,880037702,0
222,27502,750,883815120,2
250,95110,264,878089182,1
41,80525,265,890687042,0
224,43512,245,888082216,2
82,22902,135,878769629,2
262,78264,1147,879791710,0
293,60804,471,888904884,0
216,02215,658,880245029,2
250,95110,140,878092059,1
59,08403,23,888205300,2
286,15217,379,877533771,2
244,80525,815,880605185,0
7,91344,479,891352010,1
174,52302,368,886434402,0
87,89503,274,879876734,1
82,22902,1134,884714402,2
13,29206,836,882139746,2
13,29206,272,884538403,2
244,80525,756,880605157,0
305,94086,427,886323090,1
95,10707,787,888954930,2
43,20854,14,883955745,2
299,63108,955,889502823,0
57,84010,419,883698454,1
84,55369,405,883452363,0
269,43201,504,891449922,2
299,63108,111,877878184,0
160,66215,135,876860807,0
99,63129,268,885678247,0
10,90703,486,877886846,1
259,48823,117,874724988,2
85,20003,427,879456350,2
213,55345,273,878870987,0
121,99603,514,891387947,1
90,78155,98,891383204,0
49,76111,559,888067405,0
42,17870,794,881108425,2
155,11217,323,879371261,2
172,22207,177,875537965,2
19,02138,4,885412840,2
268,19422,231,875744136,2
5,15213,2,875636053,2
305,94086,117,886324028,1
44,46260,294,883612356,0
43,20854,137,875975656,2
279,85251,1336,875298353,1
80,52241,466,887401701,0
254,42647,164,886472768,2
298,01581,281,884183336,2
279,85251,1240,892174404,1
66,80521,298,883601324,0
18,37212,443,880130193,0
268,19422,1035,875542174,2
99,63129,79,885680138,0
13,29206,98,881515011,2
26,21044,258,891347949,2
7,91344,455,891353086,1
222,27502,755,878183481,2
200,93402,673,884128554,1
119,67401,328,876923913,0
213,55345,172,878955442,0
276,95064,322,874786392,1
94,71457,1217,891723086,0
130,60115,379,875801662,0
38,54467,328,892428688,0
160,66215,719,876857977,0
293,60804,1267,888906966,0
26,21044,930,891385985,2
130,60115,216,875216545,0
92,80525,1079,886443455,0
256,39042,452,882164999,0
1,85711,61,878542420,1
72,73034,48,880036718,0
56,46260,755,892910207,0
13,29206,360,882140926,2
15,97301,405,879455957,1
92,80525,77,875654637,0
207,92037,476,884386343,1
292,94703,174,881105481,1
232,99709,483,888549622,1
251,85032,748,886272175,1
224,43512,26,888104153,2
181,21218,220,878962392,2
259,48823,255,874724710,2
305,94086,471,886323648,1
52,55105,280,882922806,0
161,55104,202,891170769,0
148,97006,408,877399018,1
125,22202,235,892838559,2
97,98006,228,884238860,1
58,52246,1098,884304936,0
83,44133,234,887665548,2
90,78155,347,891383319,0
272,53706,178,879455113,0
125,22202,478,879454628,2
110,77840,688,886987605,0
299,63108,14,877877775,0
151,48103,10,879524921,2
269,43201,127,891446165,2
6,98101,14,883599249,1
16,10309,944,877727122,2
301,55439,790,882078621,0
276,95064,1091,874793035,1
305,94086,214,886323068,1
91,01913,323,891438397,2
87,89503,554,879875940,1
294,92110,109,877819599,1
286,15217,171,877531791,2
200,93402,318,884128458,1
229,22903,328,891632142,2
178,49512,568,882826555,0
62,97214,65,879374686,1
207,92037,591,876018608,1
92,80525,172,875653271,0
301,55439,401,882078040,0
36,93117,339,882157581,1
70,60067,746,884150257,0
63,75240,242,875747190,0
28,55369,201,881961671,0
279,85251,68,875307407,1
250,95110,7,878089716,1
14,55106,98,890881335,0
299,63108,1018,889502324,0
119,67401,237,874775038,0
295,50325,218,879966498,0
268,19422,930,875742942,2
268,19422,2,875744173,2
66,80521,258,883601089,0
233,98682,202,879394264,1
83,44133,623,880308578,2
214,11231,334,891542540,2
100,90254,344,891374868,1
268,19422,145,875744501,2
301,55439,56,882076587,0
307,55454,89,879283786,0
234,94702,141,892334609,1
83,44133,576,880308755,2
181,21218,264,878961624,2
297,98103,133,875240090,1
38,54467,153,892430369,0
7,91344,382,891352093,1
264,90064,813,886122952,1
181,21218,872,878961814,2
85,20003,507,879456199,2
269,43201,367,891450023,2
59,08403,468,888205855,2
286,15217,143,889651549,2
193,49931,96,889124507,0
113,95032,595,875936424,1
292,94703,11,881104093,1
130,60115,1014,876250718,0
275,92064,98,875155140,1
189,95014,520,893265380,1
219,43212,82,889452455,2
218,06513,209,877488546,2
123,20008,427,879873020,2
119,67401,222,874775311,0
158,27606,177,880134407,2
222,27502,118,877563802,2
302,77904,322,879436875,0
279,85251,501,875308843,1
301,55439,79,882076403,0
181,21218,3,878963441,2
13,29206,198,881515193,2
1,85711,189,888732928,1
23,48197,385,874786462,2
296,16803,705,884197193,2
42,17870,546,881105817,2
33,27510,872,891964230,2
301,55439,554,882078830,0
16,10309,64,877720297,2
95,10707,135,879197562,2
154,53703,357,879138713,0
77,29379,484,884733766,2
296,16803,508,884196584,2
302,77904,303,879436785,0
244,80525,673,880606667,0
222,27502,77,878183616,2
13,29206,215,882140588,2
16,10309,705,877722736,2
270,63119,452,876956264,0
187,16801,64,879465631,2
200,93402,304,876041644,1
170,30067,749,887646170,2
101,05146,829,877136138,2
184,76013,218,889909840,0
128,20009,204,879967478,2
181,21218,1295,878961781,2
184,76013,153,889911285,0
1,85711,33,878542699,1
1,85711,160,875072547,1
184,76013,321,889906967,0
94,71457,343,891725009,0
128,20009,508,879967767,2
23,48197,323,874784266,2
301,55439,227,882077222,0
301,55439,191,882075672,0
112,60613,903,892440172,0
82,22902,183,878769848,2
222,27502,724,878181976,2
218,06513,430,877488316,2
308,95076,1197,887739521,1
133,78602,751,890588547,0
215,63033,212,891435680,0
69,55337,256,882126156,0
254,42647,662,887347350,2
276,95064,2,874792436,1
104,55108,984,888442575,0
63,75240,1067,875747514,0
267,83716,410,878970785,1
13,29206,56,881515011,2
240,20784,879,885775745,2
286,15217,237,875806800,2
294,92110,271,889241426,1
90,78155,1086,891384424,0
18,37212,26,880129731,0
92,80525,229,875656201,0
308,95076,649,887739292,1
144,20910,89,888105691,2
59,08403,951,888206409,2
200,93402,96,884129409,1
16,10309,197,877726146,2
61,30040,678,892302309,2
271,22932,199,885848448,2
271,22932,709,885849325,2
142,48118,169,888640356,2
275,92064,597,876197678,1
222,27502,151,878182109,2
87,89503,40,879876917,1
207,92037,258,877879172,1
272,53706,1393,879454663,0
177,19104,333,880130397,2
207,92037,1115,879664906,1
299,63108,577,889503806,0
271,22932,378,885849447,2
305,94086,425,886324486,1
49,76111,959,888068912,0
94,71457,1224,891722802,0
130,60115,1017,874953895,0
10,90703,175,877888677,1
203,32301,321,880433418,2
43,20854,323,875975110,2
21,30068,558,874951695,2
197,75094,96,891409839,0
13,29206,344,888073635,2
234,94702,206,892334543,1
308,95076,402,887740700,1
308,95076,640,887737036,1
269,43201,522,891447773,2
94,71457,265,891721889,0
268,19422,62,875310824,2
272,53706,12,879455254,0
121,99603,291,891390477,1
296,16803,20,884196921,2
134,80236,286,891732334,0
180,60202,462,877544218,0
234,94702,612,892079140,1
104,55108,117,888465972,0
38,54467,758,892434626,0
269,43201,845,891456255,2
7,91344,163,891353444,1
234,94702,1451,892078343,1
275,92064,405,876197645,1
52,55105,250,882922661,0
102,30220,823,888801465,2
13,29206,186,890704999,2
178,49512,731,882827532,0
236,53214,71,890116671,0
256,39042,781,882165296,0
263,55346,176,891299752,0
244,80525,186,880605697,0
279,85251,1181,875314001,1
43,20854,815,883956189,2
83,44133,78,880309089,2
151,48103,197,879528710,2
254,42647,436,886474216,2
109,55423,631,880579371,0
297,98103,716,875239422,1
249,84103,188,879641067,1
144,20910,699,888106106,2
301,55439,604,882075994,0
64,43202,392,889737542,2
92,80525,501,875653665,0
222,27502,97,878181739,2
268,19422,436,875310745,2
293,60804,135,888905550,0
213,55345,173,878955442,0
160,66215,460,876861185,0
13,29206,498,882139901,2
59,08403,715,888205921,2
5,15213,17,875636198,2
125,22202,163,879454956,2
174,52302,315,886432749,0
114,75013,505,881260203,0
213,55345,515,878870518,0
23,48197,196,874786926,2
128,20009,15,879968827,2
239,95628,56,889179478,1
181,21218,279,878962955,2
291,44106,80,875086354,2
250,95110,238,878089963,1
60,06472,60,883327734,2
181,21218,325,878961814,2
119,67401,407,887038665,0
287,31211,1,875334088,2
216,02215,228,880245642,2
216,02215,531,880233810,2
203,32301,471,880434463,2
92,80525,587,875660408,0
13,29206,892,882774224,2
213,55345,176,878956338,0
286,15217,288,875806672,2
117,16125,1047,881009697,2
99,63129,111,885678886,0
11,30329,558,891904214,2
65,48118,47,879216672,2
295,50325,194,879517412,0
269,43201,217,891451610,2
85,20003,259,881705026,2
250,95110,596,878089921,1
257,77005,137,882049932,0
111,90630,328,891679939,1
91,01913,480,891438875,2
215,63033,211,891436202,0
181,21218,938,878961586,2
189,95014,1060,893264301,1
1,85711,20,887431883,1
299,63108,305,879737314,0
187,16801,210,879465242,2
222,27502,278,877563913,2
214,11231,568,892668197,2
293,60804,770,888906655,0
285,53713,191,890595859,0
96,75206,156,884402860,0
72,73034,1110,880037334,0
115,17110,1067,881171009,2
7,91344,430,891352178,1
116,97232,350,886977926,1
269,43201,246,891457067,2
263,55346,419,891299514,0
70,60067,431,884150257,0
221,20685,475,875244204,2
72,73034,182,880036515,0
25,55107,357,885852757,0
290,93550,50,880473582,1
189,95014,526,893266205,1
299,63108,303,877618584,0
264,90064,294,886121516,1
200,93402,365,884129962,1
187,16801,135,879465653,2
184,76013,187,889909024,0
63,75240,289,875746985,0
13,29206,229,882397650,2
298,01581,486,884183063,2
235,22973,185,889655435,2
62,97214,712,879376178,1
246,28734,94,884923505,2
63,75240,762,875747688,0
11,30329,732,891904596,2
92,80525,168,875653723,0
8,05201,550,879362356,2
307,55454,174,879283480,0
256,39042,849,882164603,0
72,73034,54,880036854,0
164,80123,406,889402389,0
117,16125,150,880125101,2
224,43512,77,888103872,2
193,49931,869,889127811,0
94,71457,184,891720862,0
281,06059,338,881200457,2
130,60115,109,874953794,0
128,20009,371,879966954,2
94,71457,720,891723593,0
182,33884,845,885613067,2
129,07039,873,883245452,2
254,42647,229,886474580,2
64,43202,381,879365491,2
151,48103,176,879524293,2
45,50233,25,881014015,0
193,49931,879,889123257,0
276,95064,922,889174849,1
276,95064,57,874787526,1
234,94702,187,892079140,1
181,21218,306,878962006,2
21,30068,370,874951293,2
293,60804,249,888905229,0
264,90064,721,886123656,1
10,90703,611,877886722,1
197,75094,346,891409070,0
276,95064,142,874792945,1
308,95076,427,887736584,1
221,20685,943,875246759,2
131,15237,126,883681514,2
268,19422,824,876518557,2
109,55423,8,880572642,0
198,55414,58,884208173,0
230,14476,680,880484286,2
181,21218,741,878962918,2
234,94702,448,892335501,1
90,78155,900,891382309,0
193,49931,941,889124890,0
128,20009,603,879966839,2
126,20015,905,887855283,2
244,80525,265,880606634,0
90,78155,289,891382310,0
157,70808,25,886890787,0
305,94086,71,886323684,1
119,67401,382,874781742,0
21,30068,222,874951382,2
231,01080,181,888605273,2
280,22903,508,891700453,2
288,23226,132,886374129,2
279,85251,1497,890780576,1
301,55439,33,882078228,0
72,73034,699,880036783,0
90,78155,259,891382392,0
308,95076,55,887738760,1
59,08403,742,888203053,2
94,71457,744,891721462,0
130,60115,642,875216933,0
26,21044,1015,891352136,2
56,46260,121,892679480,0
82,22902,508,884714249,2
62,97214,12,879373613,1
276,95064,40,874791871,1
181,21218,1015,878963121,2
152,68767,301,880147407,0
178,49512,845,882824291,0
217,11727,597,889070087,2
79,03755,303,891271203,2
138,53211,484,879024127,0
308,95076,81,887737293,1
75,08816,284,884050393,2
269,43201,198,891447062,2
307,55454,94,877122695,0
222,27502,781,881059677,2
121,99603,740,891390544,1
269,43201,22,891448072,2
13,29206,864,882141924,2
230,14476,742,880485043,2
269,43201,507,891448800,2
239,95628,1099,889179253,1
245,55109,1028,888513447,0
56,46260,546,892679460,0
295,50325,961,879519556,0
271,22932,1028,885848102,2
222,27502,812,881059117,2
69,55337,240,882126156,0
10,90703,7,877892210,1
22,40206,376,878887112,0
294,92110,931,889242857,1
82,22902,717,884714492,2
279,85251,399,875313859,1
269,43201,234,891449406,2
6,98101,98,883600680,1
243,60201,1039,879988184,0
298,01581,181,884125629,2
78,61801,323,879633567,0
118,90210,200,875384647,1
283,55305,1114,879297545,0
171,78750,292,891034835,0
70,60067,217,884151119,0
10,90703,100,877891747,1
245,55109,181,888513664,0
107,60466,333,891264267,0
246,28734,561,884923445,2
13,29206,901,883670672,2
276,95064,70,874790826,1
244,80525,17,880607205,0
189,95014,56,893265263,1
226,92103,242,883888671,1
62,97214,1016,879373008,1
276,95064,417,874792907,1
214,11231,478,891544052,2
306,73132,235,876504354,0
222,27502,26,878183043,2
280,22903,631,891700751,2
60,06472,430,883326122,2
56,46260,71,892683275,0
42,17870,274,881105817,2
1,85711,202,875072442,1
13,29206,809,882397582,2
173,22306,289,877556988,2
15,97301,749,879455311,1
185,97403,23,883524249,1
280,22903,540,891702304,2
244,80525,381,880604077,0
150,02139,293,878746946,2
7,91344,497,891352134,1
178,49512,317,882826915,0
178,49512,742,882823833,0
95,10707,1217,880572658,2
234,94702,1462,892333865,1
97,98006,222,884238887,1
109,55423,127,880563471,0
117,16125,268,880124306,2
269,43201,705,891448850,2
130,60115,1246,876252497,0
264,90064,655,886123530,1
207,92037,13,875506839,1
42,17870,588,881108147,2
246,28734,409,884923372,2
87,89503,367,879876702,1
101,05146,304,877135677,2
256,39042,127,882164406,0
92,80525,794,875654798,0
181,21218,762,878963418,2
213,55345,235,878955115,0
92,80525,739,876175582,0
292,94703,661,881105561,1
246,28734,665,884922831,2
274,55414,845,878945579,0
188,29440,692,875072583,2
18,37212,86,880129731,0
5,15213,439,878844423,2
236,53214,632,890116254,0
193,49931,407,889127921,0
144,20910,709,888105940,2
90,78155,1198,891383866,0
48,12550,609,879434819,2
5,15213,225,875635723,2
22,40206,128,878887983,0
311,73071,432,884365485,0
8,05201,22,879362183,2
276,95064,188,874792547,1
222,27502,173,878183043,2
72,73034,866,880035887,0
299,63108,134,878192311,0
1,85711,171,889751711,1
308,95076,295,887741461,1
165,53715,216,879525778,0
222,27502,49,878183512,2
181,21218,121,878962623,2
200,93402,11,884129542,1
234,94702,626,892336358,1
244,80525,707,880606243,0
90,78155,25,891384789,0
208,01720,216,883108324,2
263,55346,96,891298336,0
134,80236,323,891732335,0
279,85251,586,892864663,1
2,94043,292,888550774,1
288,23226,593,886892127,2
49,76111,302,888065432,0
286,15217,153,877531406,2
205,06371,304,888284313,2
22,40206,80,878887227,0
234,94702,318,892078890,1
223,47906,328,891548959,0
15,97301,25,879456204,1
268,19422,147,876514002,2
94,71457,1220,891722678,0
274,55414,405,878945840,0
7,91344,492,891352010,1
268,19422,217,875744501,2
16,10309,55,877717956,2
164,80123,620,889402298,0
290,93550,161,880474293,1
92,80525,515,875640800,0
239,95628,1070,889179032,1
56,46260,449,892679308,0
234,94702,10,891227851,1
280,22903,1049,891702486,2
308,95076,187,887738760,1
276,95064,64,874787441,1
122,22206,509,879270511,2
85,20003,588,880838306,2
262,78264,931,879790874,0
181,21218,870,878962623,2
295,50325,739,879518319,0
263,55346,568,891299387,0
295,50325,39,879518279,0
93,23112,820,888705966,2
159,55346,1028,880557539,0
158,27606,665,880134532,2
293,60804,423,888906070,0
82,22902,597,878768882,2
276,95064,181,874786488,1
13,29206,823,882397833,2
217,11727,2,889069782,2
83,44133,660,880308256,2
189,95014,20,893264466,1
222,27502,796,878183684,2
146,83814,1022,891458193,1
267,83716,121,878970681,1
126,20015,294,887855087,2
181,21218,1060,878962675,2
125,22202,80,892838865,2
43,20854,120,884029430,2
13,29206,780,882142057,2
253,22903,259,891628883,2
42,17870,44,881108548,2
77,29379,518,884753202,2
291,44106,686,874835165,2
268,19422,21,875742822,2
262,78264,28,879792220,0
234,94702,81,892334680,1
29,94043,245,882820803,1
236,53214,57,890116575,0
158,27606,729,880133116,2
156,08360,661,888185947,2
232,99709,52,888550130,1
168,80127,866,884287927,0
37,55105,288,880915258,0
141,36117,245,884584426,0
235,22973,230,889655162,2
102,30220,70,888803537,2
77,29379,172,884752562,2
90,78155,506,891383319,0
44,46260,660,878347915,0
118,90210,774,875385198,1
7,91344,661,891351624,1
49,76111,1003,888068651,0
62,97214,68,879374969,1
42,17870,1028,881106072,2
178,49512,433,882827834,0
85,20003,51,879454782,2
77,29379,474,884732407,2
58,52246,1099,892243079,0
56,46260,1047,892911290,0
197,75094,688,891409564,0
286,15217,99,878141681,2
90,78155,258,891382121,0
181,21218,1288,878962349,2
295,50325,190,879517062,0
224,43512,69,888082495,2
272,53706,317,879454977,0
221,20685,1010,875246662,2
66,80521,877,883601089,0
207,92037,318,877124871,1
234,94702,487,892079237,1
7,91344,648,891351653,1
87,89503,82,879875774,1
195,93555,1052,877835102,1
44,46260,449,883613334,0
306,73132,287,876504442,0
94,71457,62,891722933,0
108,63130,100,879879720,0
230,14476,304,880484286,2
181,21218,927,878962675,2
90,78155,22,891384357,0
181,21218,696,878962997,2
286,15217,357,877531537,2
14,55106,269,892242403,0
311,73071,179,884365357,0
92,80525,121,875640679,0
21,30068,440,874951798,2
244,80525,550,880602264,0
181,21218,405,878962919,2
65,48118,806,879216529,2
37,55105,540,880916070,0
44,46260,443,878348289,0
244,80525,183,880606043,0
1,85711,265,878542441,1
270,63119,25,876954456,0
299,63108,387,889502756,0
94,71457,572,891723883,0
286,15217,746,877533058,2
239,95628,272,889181247,1
216,02215,55,880245145,2
254,42647,121,886472369,2
62,97214,665,879376483,1
178,49512,385,882826982,0
268,19422,955,875745160,2
188,29440,143,875072674,2
276,95064,294,874786366,1
158,27606,1098,880135069,2
207,92037,845,881681663,1
161,55104,48,891170745,0
305,94086,654,886323937,1
47,07102,324,879439078,2
64,43202,736,889739212,2
7,91344,378,891353011,1
59,08403,92,888204997,2
69,55337,268,882027109,0
10,90703,461,877888944,1
21,30068,129,874951382,2
58,52246,9,884304328,0
7,91344,200,891353543,1
113,95032,126,875076827,1
173,22306,328,877557028,2
95,10707,233,879196354,2
16,10309,194,877720733,2
59,08403,323,888206809,2
311,73071,654,884365075,0
292,94703,589,881105516,1
43,20854,203,883955224,2
79,03755,50,891271545,2
235,22973,70,889655619,2
125,22202,190,892836309,2
284,92629,322,885329671,1
254,42647,378,886474396,2
255,07029,1034,883217030,2
104,55108,301,888442275,0
90,78155,923,891383912,0
6,98101,463,883601713,1
279,85251,122,875297433,1
286,15217,298,875807004,2
222,27502,448,878183565,2
297,98103,57,875239383,1
42,17870,625,881108873,2
130,60115,1217,875801778,0
254,42647,357,886472466,2
109,55423,475,880563641,0
230,14476,1444,880485726,2
244,80525,310,880601905,0
6,98101,301,883600406,1
36,93117,748,882157285,1
256,39042,443,882164727,0
102,30220,515,888801316,2
104,55108,285,888465201,0
21,30068,447,874951695,2
111,90630,301,891680028,1
18,37212,408,880129628,0
25,55107,222,885852817,0
110,77840,944,886989501,0
270,63119,98,876955868,0
83,44133,215,880307940,2
6,98101,258,883268278,1
89,68106,216,879459859,0
128,20009,317,879968029,2
305,94086,512,886323525,1
184,76013,412,889912691,0
286,15217,175,877532470,2
279,85251,1428,888465209,1
256,39042,86,882165103,0
221,20685,48,875245462,2
140,32250,332,879013617,2
190,95938,977,891042938,1
11,30329,227,891905896,2
150,02139,181,878746685,2
126,20015,245,887854726,2
20,95660,208,879669401,1
144,20910,742,888104122,2
181,21218,930,878963275,2
109,55423,566,880578814,0
85,20003,1065,879455021,2
213,55345,133,878955973,0
222,27502,379,878184290,2
223,47906,11,891550649,0
215,63033,421,891435704,0
218,06513,208,877488366,2
174,52302,937,886432989,0
275,92064,186,880314383,1
268,19422,583,876513830,2
160,66215,462,876858346,0
195,93555,273,878019342,1
224,43512,178,888082468,2
5,15213,110,875636493,2
99,63129,1016,885678724,0
2,94043,251,888552084,1
292,94703,9,881104148,1
72,73034,568,880037203,0
85,20003,228,882813248,2
83,44133,281,880307072,2
92,80525,831,886443708,0
7,91344,543,891351772,1
87,89503,401,879876813,1
287,31211,926,875334340,2
1,85711,155,878542201,1
234,94702,632,892079538,1
222,27502,53,878184113,2
24,94533,64,875322758,1
7,91344,554,891354639,1
82,22902,56,878769410,2
161,55104,318,891170824,0
196,55105,393,881251863,0
56,46260,91,892683275,0
82,22902,477,876311344,2
7,91344,472,891353357,1
256,39042,761,882164644,0
226,92103,56,883889102,1
279,85251,741,875296891,1
308,95076,1286,887738151,1
16,10309,8,877722736,2
180,60202,202,877128388,0
203,32301,93,880434940,2
288,23226,305,886372527,2
84,55369,742,883450643,0
44,46260,644,878347818,0
17,06355,13,885272654,2
313,60035,117,891015319,0
148,97006,1,877019411,1
197,75094,347,891409070,0
21,30068,164,874951695,2
279,85251,982,875298314,1
239,95628,491,889181015,1
185,97403,287,883526288,1
297,98103,89,875239125,1
104,55108,756,888465739,0
94,71457,216,885870665,0
239,95628,194,889178833,1
197,75094,511,891409839,0
280,22903,1,891700426,2
1,85711,117,874965739,1
224,43512,583,888103729,2
60,06472,162,883327734,2
198,55414,258,884204501,0
239,95628,513,889178887,1
6,98101,69,883601277,1
233,98682,375,876374419,1
85,20003,642,882995615,2
110,77840,38,886988574,0
184,76013,522,889908462,0
99,63129,873,885678436,0
13,29206,418,882398763,2
13,29206,858,882397068,2
214,11231,131,891544465,2
296,16803,228,884197264,2
222,27502,87,878182589,2
279,85251,725,875314144,1
217,11727,182,889070109,2
85,20003,433,879828720,2
239,95628,234,889178762,1
13,29206,72,882141727,2
208,01720,663,883108476,2
109,55423,178,880572950,0
230,14476,172,880484523,2
59,08403,485,888204466,2
313,60035,478,891014373,0
70,60067,1133,884151344,0
62,97214,182,879375169,1
198,55414,234,884207833,0
65,48118,125,879217509,2
174,52302,660,886514261,0
90,78155,12,891383241,0
130,60115,1248,880396702,0
100,90254,354,891375260,1
283,55305,432,879297965,0
275,92064,418,875154718,1
311,73071,98,884364502,0
195,93555,751,883295500,1
130,60115,105,876251160,0
269,43201,252,891456350,2
286,15217,73,877532965,2
7,91344,623,891354217,1
56,46260,222,892679439,0
210,03060,204,887730676,2
239,95628,9,889180446,1
96,75206,87,884403531,0
297,98103,73,875239691,1
249,84103,239,879572284,1
94,71457,860,891723706,0
84,55369,121,883452307,0
275,92064,265,880314031,1
135,38401,1046,879858003,0
291,44106,1178,875086354,2
125,22202,382,892836623,2
70,60067,399,884068521,0
311,73071,9,884963365,0
301,55439,523,882076146,0
152,68767,685,880149074,0
244,80525,172,880605665,0
275,92064,1091,875154535,1
53,55414,281,879443288,0
198,55414,118,884206513,0
244,80525,790,880608037,0
26,21044,125,891371676,2
151,48103,13,879542688,2
124,60615,496,890286933,0
24,94533,191,875323003,1
271,22932,65,885849419,2
307,55454,634,879283385,0
294,92110,1245,877819265,1
234,94702,241,892335042,1
25,55107,501,885852301,0
293,60804,137,888904653,0
75,08816,240,884050661,2
13,29206,181,882140354,2
207,92037,68,877125350,1
2,94043,50,888552084,1
313,60035,566,891016220,0
144,20910,125,888104191,2
188,29440,443,875074329,2
276,95064,324,874786419,1
72,73034,234,880037418,0
83,44133,385,887665549,2
181,21218,619,878963086,2
109,55423,402,880581344,0
207,92037,107,876198301,1
185,97403,216,883526268,1
14,55106,213,890881557,0
149,17325,319,883512658,2
57,84010,79,883698495,1
230,14476,963,880484370,2
176,07030,875,886047442,2
253,22903,97,891628501,2
284,92629,269,885328991,1
106,55125,526,881452685,0
121,99603,180,891388286,1
62,97214,86,879374640,1
291,44106,418,875086920,2
84,55369,1033,883452711,0
293,60804,380,888907527,0
207,92037,58,875991047,1
109,55423,97,880578711,0
283,55305,845,879297442,0
297,98103,275,874954260,1
181,21218,334,878961749,2
78,61801,255,879633745,0
11,30329,425,891904300,2
308,95076,59,887737647,1
193,49931,1078,889126943,0
297,98103,234,875239018,1
87,89503,585,879877008,1
250,95110,204,878091682,1
8,05201,50,879362124,2
312,02110,692,891699426,2
91,01913,683,891438351,2
5,15213,454,875721432,2
291,44106,376,875086534,2
175,21911,127,877107640,2
7,91344,644,891351685,1
276,95064,419,874792907,1
83,44133,210,880307751,2
102,30220,524,888803537,2
153,60641,174,881371140,0
62,97214,302,879371909,1
49,76111,995,888065577,0
268,19422,298,875742647,2
207,92037,554,877822854,1
313,60035,616,891015049,0
286,15217,44,877532173,2
279,85251,168,875296435,1
276,95064,474,889174904,1
62,97214,59,879373821,1
254,42647,219,886475980,2
83,44133,97,880308690,2
63,75240,100,875747319,0
16,10309,178,877719333,2
297,98103,233,875239914,1
90,78155,945,891383866,0
85,20003,25,879452769,2
42,17870,98,881106711,2
274,55414,50,878944679,0
104,55108,299,888442436,0
94,71457,792,885873006,0
184,76013,98,889908539,0
293,60804,708,888907527,0
18,37212,950,880130764,0
217,11727,27,889070011,2
200,93402,892,884127082,1
296,16803,222,884196640,2
7,91344,662,892133739,1
196,55105,381,881251728,0
69,55337,427,882145465,0
72,73034,196,880036747,0
256,39042,472,882152471,0
128,20009,182,879967225,2
151,48103,747,879524564,2
